user_id,item_id,label,user_baskets_count,user_avg_basket_size,user_days_since_last_basket,item_global_count,item_global_rank_pct,item_global_count_before_target,item_global_days_since_last_purchase,item_global_count_last_30d,item_global_count_last_90d,item_global_recent_share_90d,item_global_recency_over_mean_gap,item_global_is_stale_90d,ui_count_total,ui_repeat_rate,ui_in_last_basket,ui_count_last_3,ui_count_last_5,ui_days_since_last_purchase,ui_mean_gap_days,ui_recency_over_gap,ui_gap_std_days,ui_last_gap_days,ui_days_since_last_purchase_minus_mean_gap,ui_abs_recency_minus_mean_gap,ui_count_last_30d,ui_count_last_60d,ui_cooc_last_basket_sum,ui_cooc_last_basket_max,query_id,target_ts,raw_score,shap_bias
2785,116,0,99,8.848484848484848,2.9583449074074073,12366,0.9985754985754985,10318,0.0005787037037037037,822,2654,0.25722039154874976,0.023018427469797438,0,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1392,1970-09-17 09:01:40,-1.300778673232077,-0.909910290536332
14079,420,1,9,3.2222222222222223,29.833344907407408,15655,0.9991378017693807,8947,1.1574074074074073e-05,1227,4022,0.44953615737118585,0.000555543138665146,0,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,7012,1970-07-06 09:00:10,-1.2528810336346017,-0.909910290536332
717,9025,1,20,10.55,29.79167824074074,334,0.8844654370970161,291,3.1244328703703705,21,63,0.21649484536082475,3.2963475051443645,0,1,0.05,1,1,1,29.79167824074074,0.0,0.0,0.0,0.0,0.0,0.0,1,1,16.0,1.0,361,1970-10-06 09:00:21,-0.09733329258963698,-0.909910290536332
18935,11247,1,28,14.142857142857142,5.250011574074074,192,0.8166891587944219,188,2.4166550925925927,13,43,0.22872340425531915,1.3820001173900698,0,3,0.10714285714285714,0,0,2,43.2500462962963,25.85417824074074,1.6728455220496365,3.895833333333332,21.958344907407408,17.395868055555557,17.395868055555557,0,1,9.0,3.0,9441,1970-11-26 21:00:29,-0.018760185047102033,-0.909910290536332
3219,923,0,5,7.6,10.04167824074074,19939,0.9995126705653021,2936,3.472222222222222e-05,1699,2936,1.0,0.0020147013287683062,0,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1616,1970-02-20 14:00:06,-1.0968734066995554,-0.909910290536332
3815,35,0,73,9.054794520547945,5.833344907407407,12638,0.9986504723346828,12637,0.7498842592592593,615,2622,0.20748595394476538,26.130066856304516,0,2,0.0273972602739726,1,1,2,5.833344907407407,11.791701388888889,0.49469917147868625,0.0,11.791701388888889,-5.958356481481482,5.958356481481482,2,2,15.0,2.0,1920,1970-12-30 09:01:14,0.3452875471663093,-0.909910290536332
16010,826,0,47,13.02127659574468,7.083344907407407,9973,0.9978632478632479,9971,0.29127314814814814,328,1456,0.14602346805736635,8.034922401767316,0,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,7961,1970-12-28 17:00:48,-1.311162303151383,-0.909910290536332
13851,10632,1,19,7.368421052631579,12.79167824074074,113,0.7325686009896536,94,0.9582407407407407,14,32,0.3404255319148936,0.3890124648249941,0,2,0.10526315789473684,0,1,1,12.83335648148148,102.25010416666667,0.12550947097876042,0.0,102.25010416666667,-89.41674768518519,89.41674768518519,1,1,0.0,0.0,6896,1970-08-19 11:00:20,-0.12666925575723198,-0.909910290536332
486,1826,0,33,2.6363636363636362,10.125011574074074,12632,0.9986129854550907,12387,0.08273148148148148,555,2161,0.1744570921126988,3.000574245488469,0,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,237,1970-12-08 16:00:34,-1.311162303151383,-0.909910290536332
11587,428,1,39,11.564102564102564,11.16667824074074,918,0.9573774179037337,913,2.29130787037037,33,139,0.15224534501642936,6.046783893523939,0,2,0.05128205128205128,0,0,0,39.37506944444444,37.83337962962963,1.0407494606590053,0.0,37.83337962962963,1.5416898148148093,1.5416898148148093,0,1,2.0,2.0,5770,1970-12-14 21:00:40,-0.7206172767653546,-0.909910290536332
16003,10147,1,27,3.4444444444444446,12.375011574074074,94,0.698792922477133,91,10.541435185185184,3,11,0.12087912087912088,3.120386095446259,0,3,0.1111111111111111,0,1,1,25.41670138888889,77.60425347222223,0.32751685960082816,15.562494212962964,93.16674768518519,-52.18755208333334,52.18755208333334,1,1,1.0,1.0,7957,1970-11-12 00:00:28,0.1917706666300873,-0.909910290536332
18801,266,1,94,11.46808510638298,21.458344907407408,5486,0.995539061328535,5486,4.542199074074074,140,789,0.14382063434196135,69.06127355390971,0,4,0.0425531914893617,0,0,0,141.37534722222222,47.50018518518519,2.9763114958616144,21.243078650874004,57.12519675925926,93.87516203703703,93.87516203703703,0,0,6.0,2.0,9373,1971-01-01 07:01:35,-0.975847163902758,-0.909910290536332
16015,5468,0,9,7.0,29.91667824074074,187,0.8134278002699056,118,0.9161342592592593,21,86,0.7288135593220338,0.8552166347207721,0,1,0.1111111111111111,0,1,1,59.875023148148145,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,7965,1970-05-07 14:00:10,-0.2236935646833141,-0.909910290536332
12455,19,0,63,8.253968253968255,14.16667824074074,13133,0.9987254460938672,11792,6.944444444444444e-05,1144,3429,0.29079036635006783,0.0026441632613766947,0,2,0.031746031746031744,0,0,0,121.70861111111111,9.166712962962963,13.277235973555689,0.0,9.166712962962963,112.54189814814815,112.54189814814815,0,0,0.0,0.0,6206,1970-11-06 16:01:04,-0.8874039122587061,-0.909910290536332
17931,628,0,14,15.357142857142858,18.66667824074074,16273,0.9992877492877493,13633,0.04096064814814815,1336,4110,0.3014743636763735,2.0282554924963736,0,1,0.07142857142857142,1,1,1,18.66667824074074,0.0,0.0,0.0,0.0,0.0,0.0,1,1,25.0,1.0,8923,1970-10-03 08:00:15,0.07905417586667415,-0.909910290536332
7533,5085,1,7,28.142857142857142,5.29167824074074,195,0.8192757534862798,76,0.5416782407407408,31,76,1.0,0.6206364648741205,0,3,0.42857142857142855,0,1,3,10.916689814814815,20.145850694444444,0.5418827916671335,12.312505787037036,32.45835648148148,-9.22916087962963,9.22916087962963,1,3,1.0,1.0,3772,1970-03-08 08:00:08,0.540240616317468,-0.909910290536332
19876,231,0,51,8.980392156862745,6.333344907407407,14669,0.9989878542510121,14494,0.16613425925925926,710,2766,0.1908375879674348,6.903908529293786,0,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,9935,1970-12-15 22:00:52,-1.303456527755244,-0.909910290536332
19996,124,0,23,8.043478260869565,2.7500115740740743,11816,0.9983505772979457,8851,0.041087962962962965,908,2718,0.30708394531691335,1.5124700922523913,0,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,9997,1970-08-29 11:00:26,-1.2838540186500937,-0.909910290536332
18394,51,1,20,12.4,7.000011574074074,90532,1.0,68133,3.472222222222222e-05,6923,22779,0.3343313812689886,0.01038210340220919,0,7,0.35,1,2,2,7.000011574074074,33.02781057098765,0.21194294908010153,13.292104458590492,13.33335648148148,-26.027798996913575,26.027798996913575,2,2,10.0,2.0,9160,1970-08-16 19:00:21,0.7431699251571493,-0.909910290536332
18586,85,1,13,10.0,1.1574074074074073e-05,21608,0.9995501574448943,16976,1.1574074074074073e-05,1664,5191,0.3057846371347785,0.00079714247828058,0,4,0.3076923076923077,1,1,2,1.1574074074074073e-05,72.01393132716049,1.6071993100186216e-07,26.579296579590643,34.750034722222225,-72.01391975308641,72.01391975308641,1,2,17.0,2.0,9263,1970-09-04 11:00:14,0.5656197532563988,-0.909910290536332
4282,1306,1,9,24.11111111111111,19.29167824074074,6846,0.9965512070775229,4058,0.04121527777777778,605,1849,0.45564317397732873,0.9520794775323129,0,4,0.4444444444444444,0,0,2,53.08337962962963,40.73613040123457,1.303103144721396,30.378607936725828,9.958344907407408,12.347249228395064,12.347249228395064,0,1,25.0,4.0,2140,1970-06-25 17:00:10,0.27462390520326674,-0.909910290536332
7965,716,1,99,9.94949494949495,2.1250115740740743,16060,0.9992502624081572,15829,2.3148148148148147e-05,1013,3232,0.2041821972329269,0.0010448137150056115,0,17,0.1717171717171717,0,1,2,4.208356481481482,20.987048611111113,0.20052159593576505,15.157433576966389,6.0000231481481485,-16.778692129629633,16.778692129629633,3,4,9.0,4.0,3961,1970-12-17 16:01:40,0.496857738985473,-0.909910290536332
8806,22119,0,18,5.777777777777778,8.875011574074074,32,0.4406957564852302,11,6.625115740740741,3,8,0.7272727272727273,0.5240695273976517,0,1,0.05555555555555555,0,0,0,133.04185185185185,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,1.0,4375,1970-05-27 10:00:19,-0.8044212401649454,-0.909910290536332
14562,279,0,65,6.492307692307692,0.2916782407407407,8506,0.9974134053081422,6802,0.08358796296296296,713,2070,0.30432225815936487,2.1570664477435506,0,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,7264,1970-09-21 15:01:06,-1.3126687838700073,-0.909910290536332
