user_id,item_id,label,user_baskets_count,user_avg_basket_size,user_days_since_last_basket,item_global_count,item_global_rank_pct,ui_count_total,ui_repeat_rate,ui_in_last_basket,ui_count_last_3,ui_count_last_5,ui_days_since_last_purchase,ui_mean_gap_days,ui_recency_over_gap,ui_gap_std_days,ui_last_gap_days,ui_days_since_last_purchase_minus_mean_gap,ui_abs_recency_minus_mean_gap,ui_count_last_30d,ui_count_last_60d,ui_cooc_last_basket_sum,ui_cooc_last_basket_max,ui_gap_cv_days,ui_days_since_last_purchase_over_last_gap,ui_is_overdue_last_gap,ui_count_share_last_60d,ui_cooc_last_basket_mean,query_id,target_ts,raw_score,shap_bias
3696,7946,0,5,4.0,21.0,27,0.7011485843880313,1,0.2,0,1,1,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1.0,0.0,1821,2001-01-22,0.04050144875857522,-0.7482175397177695
5455,14,1,7,1.0,17.0,5095,1.0,1,0.14285714285714285,0,0,0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,2691,2001-02-21,4.535521966149871,-0.7482175397177695
5178,14,1,7,8.857142857142858,6.0,5095,1.0,1,0.14285714285714285,0,0,0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,2556,2001-02-21,4.535521966149871,-0.7482175397177695
1980,8,1,3,16.333333333333332,50.0,76,0.8930426512546639,2,0.6666666666666666,1,2,2,50.0,44.0,1.1363636363636365,0.0,44.0,6.0,6.0,0,1,27.0,2.0,0.0,1.1363636363636365,1,0.5,1.125,981,2001-02-06,1.9092063874510992,-0.7482175397177695
4852,69,0,2,15.5,5.0,724,0.9978784110029995,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,2394,2000-11-25,-0.9972870221257205,-0.7482175397177695
11812,114,0,2,2.5,22.0,514,0.9942204989392055,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,5909,2001-02-10,-1.4284821137530574,-0.7482175397177695
4151,1109,0,5,3.2,16.0,1145,0.9992684175872412,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,2049,2001-02-22,-0.9918502158075784,-0.7482175397177695
12714,557,1,2,5.5,3.0,487,0.993927865974102,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,6341,2001-02-24,-1.2900151050741009,-0.7482175397177695
2641,3987,0,4,7.25,32.0,855,0.9986099934157583,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1303,2001-02-14,-0.9936785155195985,-0.7482175397177695
4578,1002,1,2,2.0,7.0,100,0.9241349037969128,1,0.5,0,1,1,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1.0,0.0,2264,2000-12-11,0.39903720581955077,-0.7482175397177695
8246,9985,1,2,10.0,8.0,1711,0.9998536835174482,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,4119,2000-12-03,0.3841323095449452,-0.7482175397177695
6269,14,1,5,4.2,9.0,5095,1.0,2,0.4,0,0,2,23.0,63.0,0.36507936507936506,0.0,63.0,-40.0,40.0,1,1,0.0,0.0,0.0,0.36507936507936506,0,0.5,0.0,3085,2001-02-06,2.782995578998707,-0.7482175397177695
541,271,0,4,2.0,17.0,1262,0.9995610505523447,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,258,2001-01-18,-0.9856689515185647,-0.7482175397177695
10231,94,0,4,4.25,24.0,547,0.9953910307996195,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,5089,2001-02-21,-1.538232831590993,-0.7482175397177695
12381,1252,0,2,9.0,50.0,813,0.9983905186919306,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,6185,2001-02-28,-0.9779707729078697,-0.7482175397177695
8087,1722,1,4,6.5,14.0,304,0.9855146682273758,1,0.25,1,1,1,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,10.0,1.0,0.0,0.0,0,1.0,1.0,4032,2001-02-28,0.48675908249884603,-0.7482175397177695
13049,462,0,3,5.333333333333333,28.0,609,0.996342087936206,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,6524,2001-02-11,-1.07740691211027,-0.7482175397177695
13566,875,0,2,19.0,19.0,540,0.9951715560757919,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,6797,2001-02-13,-1.0139667677960693,-0.7482175397177695
9829,114,1,5,11.4,16.0,514,0.9942204989392055,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,4890,2001-02-11,-1.4284821137530574,-0.7482175397177695
8590,2672,1,2,9.5,1.0,77,0.8940668666325262,1,0.5,0,1,1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0,1.0,0.0,4274,2000-11-30,0.47934150119703345,-0.7482175397177695
5247,5391,1,2,6.5,52.0,19,0.6129197454093204,2,1.0,1,2,2,52.0,13.0,4.0,0.0,13.0,39.0,39.0,0,1,8.0,2.0,0.0,4.0,1,0.5,1.1428571428571428,2592,2001-01-14,2.2755815922744014,-0.7482175397177695
3986,7669,1,7,8.571428571428571,29.0,70,0.8798741678250055,1,0.14285714285714285,0,0,0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1983,2001-02-27,-0.6090907289065647,-0.7482175397177695
4236,287,0,4,6.25,27.0,712,0.9975857780378959,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,2095,2001-02-16,-1.085120003951717,-0.7482175397177695
8151,3166,0,2,31.5,52.0,56,0.8489282317653084,1,0.5,0,1,1,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.0,1.0,0.0,0.0,0,0.0,0.1111111111111111,4064,2001-02-21,0.22357300894641155,-0.7482175397177695
11165,477,1,4,16.5,9.0,193,0.9705903870070963,1,0.25,0,0,1,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,0.0,0.0,0,0.0,0.03571428571428571,5572,2001-02-24,0.20570717129602922,-0.7482175397177695
9203,10005,0,4,5.25,35.0,458,0.9931962835613432,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,4576,2001-01-15,-0.9878956154511259,-0.7482175397177695
13300,391,0,3,28.0,5.0,714,0.9976589362791719,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,6659,2001-02-15,-1.1043939304195287,-0.7482175397177695
3901,12799,0,7,3.4285714285714284,10.0,536,0.9948789231106884,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1936,2001-02-14,-0.9910268725010594,-0.7482175397177695
3672,60,0,6,6.833333333333333,27.0,1203,0.9994878923110688,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1813,2001-02-17,-0.9856689515185647,-0.7482175397177695
2537,861,1,5,20.2,15.0,1072,0.9990489428634136,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1251,2001-02-25,-0.6375101218347314,-0.7482175397177695
3792,1973,1,6,3.8333333333333335,17.0,468,0.9935620747677226,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1877,2001-02-03,-1.1927835718806408,-0.7482175397177695
9687,60,0,7,2.857142857142857,4.0,1203,0.9994878923110688,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,4807,2001-02-27,-0.9856689515185647,-0.7482175397177695
8226,712,0,4,6.0,7.0,539,0.9950252395932402,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,4104,2001-01-27,-1.0181436223556934,-0.7482175397177695
4888,2531,0,2,10.5,59.0,454,0.9929768088375156,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,2410,2001-01-23,-1.2882330944208042,-0.7482175397177695
12775,3,0,5,6.6,14.0,1168,0.9993415758285171,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,6375,2001-02-16,-0.25647651241068237,-0.7482175397177695
11456,861,0,5,14.0,5.0,1072,0.9990489428634136,1,0.2,0,1,1,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0,1.0,0.0,5726,2001-02-04,0.17366293658502088,-0.7482175397177695
7287,507,0,5,25.8,30.0,645,0.9967810373838613,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,3630,2001-02-19,-0.9920933266610672,-0.7482175397177695
5115,14,1,5,4.2,31.0,5095,1.0,1,0.2,0,0,1,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,2527,2001-02-23,4.235798437614443,-0.7482175397177695
3476,1252,0,6,5.5,10.0,813,0.9983905186919306,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1716,2001-02-05,-0.9779707729078697,-0.7482175397177695
10965,2531,0,4,5.75,22.0,454,0.9929768088375156,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,5474,2001-01-23,-1.2882330944208042,-0.7482175397177695
7790,208,0,2,3.0,14.0,715,0.9977320945204478,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,3885,2000-12-06,-1.1590892971966469,-0.7482175397177695
7027,18,0,7,6.571428571428571,24.0,673,0.9970736703489648,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,3489,2001-02-24,-1.0729935814245422,-0.7482175397177695
822,6683,1,9,3.7777777777777777,10.0,7,0.2586875411515107,1,0.1111111111111111,0,1,1,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0,1.0,0.0,391,2001-02-25,-0.35340749731302046,-0.7482175397177695
5602,1477,1,6,5.833333333333333,28.0,528,0.9947326066281367,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,2761,2001-01-13,-0.9879190112176426,-0.7482175397177695
12088,651,0,2,1.5,7.0,544,0.9953178725583437,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,6041,2001-02-08,-0.9953077792541499,-0.7482175397177695
3712,10219,0,3,9.333333333333334,60.0,634,0.9967078791425854,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1827,2001-02-10,-0.99614633403142,-0.7482175397177695
11081,287,0,3,6.666666666666667,54.0,712,0.9975857780378959,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,5529,2001-02-24,-1.085120003951717,-0.7482175397177695
7619,72,1,4,5.0,17.0,523,0.9945862901455849,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,3803,2001-02-25,-1.2289987890798166,-0.7482175397177695
2126,116,0,11,7.909090909090909,7.0,577,0.995756822005999,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1058,2001-02-24,-1.1746925921511695,-0.7482175397177695
2739,1084,1,15,7.733333333333333,11.0,121,0.9409612992903651,1,0.06666666666666667,0,1,1,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0,1.0,0.0,1359,2001-02-19,0.07996963433275617,-0.7482175397177695
2343,259,0,3,8.666666666666666,48.0,675,0.9971468285902407,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1161,2001-01-22,-1.0729935814245422,-0.7482175397177695
570,94,0,22,6.045454545454546,3.0,547,0.9953910307996195,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,271,2001-02-28,-1.538232831590993,-0.7482175397177695
2223,2401,0,3,9.0,46.0,35,0.7651620455044261,1,0.3333333333333333,0,1,1,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1105,2001-01-21,0.16124936007557608,-0.7482175397177695
11473,811,0,2,7.0,43.0,599,0.9961957714536542,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,5733,2001-01-22,-0.9847205972037301,-0.7482175397177695
13545,14,1,2,4.0,14.0,5095,1.0,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,6786,2001-02-21,0.6930855282231234,-0.7482175397177695
13379,1758,0,2,11.0,38.0,446,0.9927573341136879,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,6702,2001-02-24,-1.0598211570195613,-0.7482175397177695
9172,701,1,3,20.333333333333332,35.0,352,0.9890994220498939,2,0.6666666666666666,1,2,2,35.0,60.0,0.5833333333333334,0.0,60.0,-25.0,25.0,0,1,48.0,1.0,0.0,0.5833333333333334,0,0.5,1.0,4562,2001-02-26,1.8889544624405508,-0.7482175397177695
9980,5503,0,2,5.0,2.0,71,0.8822883897871096,1,0.5,1,1,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,5.0,1.0,0.0,0.0,0,1.0,1.0,4958,2001-02-06,0.8584694291226852,-0.7482175397177695
11714,4462,0,2,3.0,37.0,453,0.9929036505962396,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,5861,2001-02-04,-1.3182352128013732,-0.7482175397177695
13140,875,0,3,8.333333333333334,17.0,540,0.9951715560757919,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,6573,2001-02-16,-1.0139667677960693,-0.7482175397177695
5983,1171,1,4,7.0,52.0,818,0.9984636769332065,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,2943,2001-02-04,-0.9784491998744587,-0.7482175397177695
9828,473,0,3,4.333333333333333,67.0,485,0.9938547077328261,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,4889,2001-02-07,-1.1916921958627789,-0.7482175397177695
938,1973,0,13,4.846153846153846,9.0,468,0.9935620747677226,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,452,2001-02-14,-1.1927835718806408,-0.7482175397177695
13025,136,0,2,7.0,14.0,465,0.9934157582851708,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,6509,2001-02-24,-1.5702078385359297,-0.7482175397177695
10600,72,1,3,5.0,2.0,523,0.9945862901455849,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,5290,2001-02-13,-1.2289987890798166,-0.7482175397177695
7970,685,0,6,5.833333333333333,16.0,527,0.9946594483868608,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,3973,2001-02-26,-1.3494705429245466,-0.7482175397177695
2560,13327,1,27,4.518518518518518,7.0,51,0.8323213109956836,1,0.037037037037037035,0,0,1,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0,1.0,0.0,1263,2001-02-24,-0.5405634950728475,-0.7482175397177695
7129,1958,1,4,4.5,13.0,271,0.9828809715414442,2,0.5,1,1,2,13.0,89.0,0.14606741573033707,0.0,89.0,-76.0,76.0,1,1,5.0,1.0,0.0,0.14606741573033707,0,0.5,1.0,3545,2001-02-24,1.6575237968137981,-0.7482175397177695
2345,2910,0,21,11.142857142857142,4.0,52,0.8377350208500988,1,0.047619047619047616,0,0,0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1162,2001-02-19,-0.706711295228959,-0.7482175397177695
7737,173,0,2,6.0,9.0,694,0.9973663033140683,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,3864,2001-02-12,-1.158727040815762,-0.7482175397177695
463,2800,1,3,8.333333333333334,14.0,30,0.731143463311142,1,0.3333333333333333,0,1,1,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,0.0,0.0,0,0.0,0.1,221,2001-02-17,0.26797595199156377,-0.7482175397177695
804,4638,1,18,7.333333333333333,3.0,441,0.9925378593898603,4,0.2222222222222222,0,0,1,18.0,29.666666666666668,0.6067415730337078,19.154343864744856,56.0,-11.666666666666668,11.666666666666668,1,1,6.0,4.0,0.6456520403846581,0.32142857142857145,0,0.25,1.0,382,2001-02-28,1.4213377075992972,-0.7482175397177695
13566,433,1,2,19.0,19.0,258,0.9820762308874095,1,0.5,1,1,1,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,33.0,1.0,0.0,0.0,0,1.0,1.0,6797,2001-02-13,0.26358970526925984,-0.7482175397177695
13352,1529,0,4,3.5,4.0,522,0.9944399736630332,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,6686,2001-02-28,-0.9673130312383024,-0.7482175397177695
9380,1477,0,3,14.333333333333334,37.0,528,0.9947326066281367,1,0.3333333333333333,0,1,1,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,4659,2001-02-28,0.5064171390709227,-0.7482175397177695
4120,18,0,6,2.8333333333333335,4.0,673,0.9970736703489648,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,2035,2001-02-24,-1.0729935814245422,-0.7482175397177695
1653,89,0,17,2.823529411764706,4.0,362,0.9899773209452045,1,0.058823529411764705,0,0,0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,804,2001-02-25,-1.134536604276967,-0.7482175397177695
2630,2047,1,8,8.5,13.0,73,0.886824200746214,1,0.125,0,0,0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1297,2001-02-11,-0.10671358233657773,-0.7482175397177695
136,14,1,20,8.25,14.0,5095,1.0,1,0.05,0,0,0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,0.0,0.0,0,0.0,0.125,58,2001-02-28,3.5550207682863073,-0.7482175397177695
853,507,1,2,3.0,5.0,645,0.9967810373838613,0,0.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,403,2000-11-19,-0.9920933266610672,-0.7482175397177695
